UserId,Chunk,ChunkHash,ChunkCount,ChunkType
462,java,3846,1,tag
463,product-management,87955,1,tag
475,vb.net,93,1,tag
475,diff,796,1,tag
476,apache,4723,1,tag
476,.htaccess,50530,1,tag
476,mod-rewrite,50736,1,tag
479,visual-studio,7566,1,tag
479,fogbugz,51269,1,tag
481,c#,103,1,tag
481,tutorials,3218,1,tag
481,repository,7456,1,tag
481,unit-testing,11368,1,tag
481,patterns,32659,1,tag
482,api,1434,1,tag
482,maps,3756,1,tag
482,yahoo,94614,1,tag
483,regex,21387,1,tag
483,ansi,75469,1,tag
484,ruby,2322,1,tag
484,maps,3756,1,tag
484,reduce,53029,1,tag
486,css,215,1,tag
486,http,357,1,tag
486,javascript,10198,1,tag
486,caching,51524,1,tag
486,qos,70871,1,tag
486,adsl,70894,1,tag
486,modem,70895,1,tag
486,isp,70923,1,tag
486,networking,70929,1,tag
488,file,2228,1,tag
488,java,3846,1,tag
488,file-io,64211,1,tag
491,c#,103,1,tag
491,books,11209,1,tag
492,desktop,12614,1,tag
492,laptop,25009,1,tag
493,c#,103,4,tag
493,vb.net,93,1,tag
493,.net,321,1,tag
493,linq,416,1,tag
493,database,609,1,tag
493,performance,1271,1,tag
493,visual-studio,7566,1,tag
493,orm,15389,1,tag
493,multithreading,19669,1,tag
493,language-design,53162,1,tag
493,stringbuilder,68365,1,tag
493,string.format,108299,1,tag
501,database,609,1,tag
501,performance,1271,1,tag
501,file,2228,1,tag
501,csv,3841,1,tag
501,logging,42755,1,tag
501,olap,70383,1,tag
501,text-files,70416,1,tag
501,hacks,70418,1,tag
501,filehelpers,70420,1,tag
503,c#,103,1,tag
503,foreach,48368,1,tag
503,ienumerator,53356,1,tag
503,ienumerable,53511,1,tag
506,java,3846,1,tag
506,frameworks,17384,1,tag
506,mvc,30807,1,tag
506,jsf,86880,1,tag
507,.net,321,1,tag
507,database,609,1,tag
507,orm,15389,1,tag
512,language-agnostic,1273,1,tag
512,remote,2426,1,tag
512,collaboration,7408,1,tag
512,code-review,9531,1,tag
512,tools,10978,1,tag
514,database,609,1,tag
514,theory,686,1,tag
514,ruby,2322,1,tag
514,windows,3332,1,tag
514,ide,7526,1,tag
514,image,9611,1,tag
514,ruby-on-rails,10171,1,tag
514,storage,34543,1,tag
514,blob,58708,1,tag
516,ruby,2322,1,tag
516,rake,55838,1,tag
516,cli,55912,1,tag
517,c#,103,1,tag
517,directory,7307,1,tag
517,filemanagement,55834,1,tag
518,email,6360,1,tag
518,javascript,10198,1,tag
518,regex,21387,1,tag
519,c#,103,1,tag
519,linq,416,1,tag
519,database,609,1,tag
519,asp.net,3754,1,tag
519,asp-classic,15514,1,tag
519,linq-to-sql,31326,1,tag
522,c++,1436,1,tag
522,maps,3756,1,tag
522,hash,7602,1,tag
522,qt,12293,1,tag
522,data-structures,20980,1,tag
522,winapi,29674,1,tag
522,mfc,67495,1,tag
525,windows-installer,58908,2,tag
525,.net,321,1,tag
525,setup,4424,1,tag
525,documentation,5822,1,tag
525,ide,7526,1,tag
525,javascript,10198,1,tag
525,tools,10978,1,tag
525,authentication,10986,1,tag
525,polls,11210,1,tag
525,installer,11447,1,tag
525,debugging,13217,1,tag
525,encryption,13302,1,tag
525,ssl,54935,1,tag
525,installation,55997,1,tag
525,generator,67728,1,tag
525,xul,67843,1,tag
525,xulrunner,67994,1,tag
527,server,343,4,tag
527,application,1672,4,tag
527,websphere,62784,4,tag
527,performance,1271,2,tag
527,unix,1274,2,tag
527,deployment,6777,2,tag
527,ibm,13813,2,tag
527,math,404,1,tag
527,date,2670,1,tag
527,shell,3361,1,tag
527,apache,4723,1,tag
527,security,5035,1,tag
527,culture,5713,1,tag
527,development,6573,1,tag
527,scripting,6638,1,tag
527,ant,8714,1,tag
527,team,9353,1,tag
527,tools,10978,1,tag
527,productivity,13741,1,tag
527,aix,19691,1,tag
527,mod-rewrite,50736,1,tag
527,http-referer,55641,1,tag
527,teamwork,57428,1,tag
527,ear,62780,1,tag
527,java-ee,62881,1,tag
527,networking,70929,1,tag
527,cluster-analysis,74249,1,tag
527,programmers,79723,1,tag
527,awk,103011,1,tag
534,.net,321,1,tag
534,silverlight,4844,1,tag
534,sqlite,6528,1,tag
539,communities,26050,1,tag
539,sap,56467,1,tag
539,social,56498,1,tag
541,security,5035,1,tag
541,rest,19657,1,tag
541,wcf,67360,1,tag
543,interview-questions,52284,1,tag
547,mysql,598,3,tag
547,javascript,10198,2,tag
547,replication,59349,2,tag
547,query,417,1,tag
547,php,1279,1,tag
547,ide,7526,1,tag
547,tools,10978,1,tag
547,keyboard,13532,1,tag
547,code-completion,14084,1,tag
547,internet-explorer,54716,1,tag
547,issue-tracking,57299,1,tag
547,union,60198,1,tag
547,zend-studio,74707,1,tag
547,events,75837,1,tag
547,microformats,86906,1,tag
547,web2.0,87010,1,tag
549,developerexpress,57192,1,tag
551,c#,103,2,tag
551,.net,321,1,tag
551,configuration,1113,1,tag
551,performance,1271,1,tag
551,user-interface,12367,1,tag
551,properties,48016,1,tag
556,osx,10245,3,tag
556,svn,2584,2,tag
556,linux,3021,2,tag
556,python,7730,2,tag
556,css,215,1,tag
556,web,329,1,tag
556,configuration,1113,1,tag
556,upload,2256,1,tag
556,membership,3815,1,tag
556,apache,4723,1,tag
556,version-control,4983,1,tag
556,git,6494,1,tag
556,deployment,6777,1,tag
556,ftp,7501,1,tag
556,hardware,13740,1,tag
556,settings,15524,1,tag
556,profile,15628,1,tag
556,ram,19376,1,tag
556,web-applications,21149,1,tag
556,cvs,21688,1,tag
556,bash,26510,1,tag
556,serial-port,61772,1,tag
556,code-snippets,63831,1,tag
556,gltail,96693,1,tag
556,stress-testing,118597,1,tag
556,performance-monitoring,118598,1,tag
557,c#,103,1,tag
557,asp.net,3754,1,tag
557,javascript,10198,1,tag
560,windows,3332,2,tag
560,c#,103,1,tag
560,.net,321,1,tag
560,64bit,3335,1,tag
560,registry,15523,1,tag
560,redistributable,51572,1,tag
560,wmi,58985,1,tag
563,svn,2584,1,tag
563,hook,10924,1,tag
567,php,1279,2,tag
567,database,609,1,tag
567,sql,1587,1,tag
567,ide,7526,1,tag
567,layout,10566,1,tag
567,standards,82005,1,tag
568,c++,1436,2,tag
568,c,19,1,tag
568,pointers,15338,1,tag
568,interview-questions,52284,1,tag
571,.net,321,4,tag
571,usersgroup,113392,2,tag
571,c#,103,1,tag
571,string,492,1,tag
571,language,621,1,tag
571,video,3830,1,tag
571,mp3,4674,1,tag
571,internationalization,5772,1,tag
571,migration,6175,1,tag
571,visual-studio,7566,1,tag
571,microsoft,8006,1,tag
571,audio,22407,1,tag
571,consultant,25074,1,tag
571,contractor,28484,1,tag
571,mvc,30807,1,tag
571,asp.net-mvc,30926,1,tag
571,tdd,32457,1,tag
571,mbunit,50139,1,tag
571,testdriven.net,61829,1,tag
571,vista64,61919,1,tag
571,multilingual,62767,1,tag
571,consulting,81960,1,tag
571,transcode,111376,1,tag
571,flv,111418,1,tag
571,mp4,111423,1,tag
571,mcpd,113310,1,tag
571,mcts,113312,1,tag
571,certification,113326,1,tag
571,presentations,113417,1,tag
571,contracting,122693,1,tag
571,contracts,127859,1,tag
572,user-interface,12367,2,tag
572,php,1279,1,tag
572,xml,3772,1,tag
572,oop,4147,1,tag
572,usability,25220,1,tag
572,procedural,48715,1,tag
572,paradigms,61827,1,tag
573,unit-testing,11368,2,tag
573,testing,763,1,tag
573,java,3846,1,tag
573,google,6328,1,tag
573,legacy,9684,1,tag
573,self-improvement,26120,1,tag
573,homework,62170,1,tag
573,static-analysis,63788,1,tag
573,gwt,82702,1,tag
573,charts,82810,1,tag
573,getting-started,102959,1,tag
573,new-project,102960,1,tag
573,refactoring,116675,1,tag
573,source-code,116809,1,tag
575,osx,10245,1,tag
575,smb,61937,1,tag
575,windows-vista,62059,1,tag
576,c#,103,1,tag
576,firefox,160,1,tag
576,.net,321,1,tag
576,sql-server,1685,1,tag
576,upload,2256,1,tag
576,visual-studio,7566,1,tag
576,osx,10245,1,tag
576,full-text-search,18980,1,tag
579,asp.net,3754,1,tag
579,business-logic-layer,67242,1,tag
579,object-datasource,67243,1,tag
580,windows,3332,1,tag
580,development,6573,1,tag
580,career-development,96909,1,tag
588,algorithm,1272,1,tag
588,sorting,7665,1,tag
588,graph,20850,1,tag
588,directed-graph,65087,1,tag
590,c#,103,1,tag
590,messaging,66062,1,tag
590,activemq,66110,1,tag
590,community-server,86115,1,tag
608,c#,103,1,tag
608,compiler,1202,1,tag
608,performance,1271,1,tag
608,algorithm,1272,1,tag
608,sorting,7665,1,tag
608,mergesort,122667,1,tag
609,video,3830,1,tag
609,compression,31444,1,tag
609,dct,71210,1,tag
615,sql-server,1685,1,tag
615,wpf,4768,1,tag
615,indexing,15414,1,tag
617,http,357,1,tag
617,library,3853,1,tag
617,emacs,24771,1,tag
618,c#,103,1,tag
618,browser,369,1,tag
626,c#,103,1,tag
626,.net,321,1,tag
626,button,1928,1,tag
626,winforms,10341,1,tag
626,user-interface,12367,1,tag
627,performance,1271,2,tag
627,.net,321,1,tag
627,wireless,13577,1,tag
627,vpn,23853,1,tag
627,remoting,77969,1,tag
631,c#,103,1,tag
631,visual-studio,7566,1,tag
631,windows-mobile,9896,1,tag
631,compact-framework,109789,1,tag
631,corecon,110303,1,tag
633,asp.net,3754,1,tag
633,iis,11958,1,tag
633,virtual-directory,82533,1,tag
634,version-control,4983,1,tag
634,dvcs,6527,1,tag
636,compact-framework,109789,2,tag
636,c#,103,1,tag
636,database,609,1,tag
636,sql-server,1685,1,tag
636,library,3853,1,tag
636,search,6329,1,tag
636,windows-mobile,9896,1,tag
636,multithreading,19669,1,tag
636,zip,22879,1,tag
636,sharepoint,49145,1,tag
636,components,59153,1,tag
636,ssp,73250,1,tag
637,fonts,10273,1,tag
637,polls,11210,1,tag
637,development-environment,29540,1,tag
648,c#,103,1,tag
648,asp.net,3754,1,tag
648,jquery,38016,1,tag
648,interview-questions,52284,1,tag
650,powerpoint,21252,1,tag
650,presentations,113417,1,tag
653,html,221,1,tag
653,asp.net,3754,1,tag
653,javascript,10198,1,tag
653,mvc,30807,1,tag
653,asp.net-mvc,30926,1,tag
653,doctype,55179,1,tag
653,design-patterns,72573,1,tag
653,html5,88927,1,tag
657,database,609,1,tag
657,php,1279,1,tag
657,sql-server,1685,1,tag
658,c,19,1,tag
658,assembly,681,1,tag
658,x86,1074,1,tag
658,scheme,7732,1,tag
658,books,11209,1,tag
658,recommendation,30948,1,tag
658,continuations,104096,1,tag
659,development,6573,1,tag
659,conventions,52337,1,tag
659,software-tools,80591,1,tag
659,hungarian-notation,85611,1,tag
659,self-documenting-code,85612,1,tag
661,xml,3772,1,tag
661,xml-sig,75081,1,tag
666,css,215,1,tag
666,html,221,1,tag
666,javascript,10198,1,tag
666,coldfusion,32974,1,tag
666,jquery,38016,1,tag
666,html-lists,76501,1,tag
667,conferences,18073,1,tag
668,.net,321,2,tag
668,sharepoint,49145,2,tag
668,c#,103,1,tag
668,library,3853,1,tag
668,ajax,17365,1,tag
668,assemblies,76714,1,tag
670,java,3846,1,tag
670,primitive,66289,1,tag
670,autoboxing,66349,1,tag
673,svn,2584,2,tag
673,version-control,4983,2,tag
673,database,609,1,tag
673,php,1279,1,tag
673,user-interface,12367,1,tag
673,web-applications,21149,1,tag
673,cvs,21688,1,tag
676,c,19,1,tag
676,web,329,1,tag
676,library,3853,1,tag
676,python,7730,1,tag
676,matlab,81055,1,tag
680,python,7730,2,tag
680,markup,1964,1,tag
680,linux,3021,1,tag
680,javascript,10198,1,tag
680,user-interface,12367,1,tag
680,ajax,17365,1,tag
680,floating-point,19055,1,tag
680,graph,20850,1,tag
680,web-applications,21149,1,tag
680,community-server,86115,1,tag
680,home-server,90085,1,tag
680,diy,90086,1,tag
680,repair,98564,1,tag
680,google-app-engine,102476,1,tag
681,asp.net,3754,1,tag
681,menu,3779,1,tag
681,size,7250,1,tag
682,ruby,2322,1,tag
682,python,7730,1,tag
682,ruby-on-rails,10171,1,tag
682,django,14662,1,tag
682,grails,80233,1,tag
682,groovy,80521,1,tag
685,oracle,12149,1,tag
691,sql-server,1685,1,tag
691,iis,11958,1,tag
697,website,2411,1,tag
697,iis,11958,1,tag
697,communities,26050,1,tag
697,sharepoint,49145,1,tag
697,moss,73249,1,tag
697,wss,86356,1,tag
698,asp.net,3754,1,tag
698,javascript,10198,1,tag
698,asp.net-ajax,35913,1,tag
699,web-services,593,1,tag
699,rest,19657,1,tag
702,.net,321,1,tag
702,sql-server,1685,1,tag
702,connection-string,98346,1,tag
703,osx,10245,2,tag
703,web,329,1,tag
703,assembly,681,1,tag
703,x86,1074,1,tag
703,svn,2584,1,tag
703,version-control,4983,1,tag
703,xcode,88958,1,tag
706,java,3846,1,tag
706,google,6328,1,tag
706,mapping,14657,1,tag
706,wgs84,121637,1,tag
708,sql-server,1685,1,tag
708,wpf,4768,1,tag
708,user-interface,12367,1,tag
708,instrumentation,19550,1,tag
711,firefox,160,1,tag
711,web-development,8713,1,tag
711,firebug,28778,1,tag
713,vb.net,93,1,tag
713,exit,3270,1,tag
713,vb6,9054,1,tag
713,breaks,69807,1,tag
713,loops,70838,1,tag
718,oop,4147,1,tag
718,programming-languages,73940,1,tag
721,.net,321,3,tag
721,interface,1877,1,tag
721,architecture,1924,1,tag
721,email,6360,1,tag
721,visual-studio,7566,1,tag
721,usercontrols,41223,1,tag
721,tfs,65483,1,tag
721,n-tier,93406,1,tag
722,ruby-on-rails,10171,1,tag
722,haml,100080,1,tag
726,database,609,2,tag
726,mysql,598,1,tag
726,linux,3021,1,tag
726,dns,21108,1,tag
726,web-applications,21149,1,tag
726,bash,26510,1,tag
726,ms-access,91851,1,tag
726,dnsmasq,93228,1,tag
726,uuid,94905,1,tag
726,processes,98766,1,tag
727,sql,1587,1,tag
727,csv,3841,1,tag
727,tools,10978,1,tag
727,firebird,14175,1,tag
728,java,3846,1,tag
728,build-automation,34409,1,tag
728,rcp,92040,1,tag
728,jnlp,92044,1,tag
730,mailto,6288,1,tag
733,c#,103,1,tag
733,controls,36663,1,tag
733,tree,38814,1,tag
733,genealogy,93958,1,tag
736,mysql,598,1,tag
736,python,7730,1,tag
736,pylons,129000,1,tag
737,c,19,1,tag
737,unix,1274,1,tag
737,linux,3021,1,tag
737,automake,117757,1,tag
737,autoconf,117781,1,tag
742,unix,1274,1,tag
742,ssh,26252,1,tag
744,ideas,5359,1,tag
744,tools,10978,1,tag
744,project-planning,85710,1,tag
744,product-management,87955,1,tag
744,startups,96488,1,tag
745,python,7730,1,tag
745,data-structures,20980,1,tag
750,.net,321,1,tag
750,improvement,1262,1,tag
750,coding,1496,1,tag
750,design,10567,1,tag
750,mvc,30807,1,tag
750,patterns,32659,1,tag
751,oop,4147,1,tag
751,ruby-on-rails,10171,1,tag
751,design-patterns,72573,1,tag
751,activerecord,124909,1,tag
752,c#,103,1,tag
752,compiler,1202,1,tag
752,visual-studio,7566,1,tag
752,resources,27382,1,tag
754,database,609,1,tag
755,c++,1436,1,tag
755,monitor,1593,1,tag
755,xml,3772,1,tag
755,hardware,13740,1,tag
755,xslt,16598,1,tag
755,multithreading,19669,1,tag
755,archive,25827,1,tag
755,build-automation,34409,1,tag
755,xhtml,40198,1,tag
755,singleton,72518,1,tag
755,versions,97524,1,tag
755,construction,111086,1,tag
755,lazy-initialization,111292,1,tag
755,whitespace,116534,1,tag
755,line-breaks,116535,1,tag
755,workstations,121266,1,tag
756,c#,103,1,tag
756,.net,321,1,tag
756,winforms,10341,1,tag
756,multithreading,19669,1,tag
756,events,75837,1,tag
758,math,404,1,tag
758,algorithm,1272,1,tag
758,language-agnostic,1273,1,tag
758,authentication,10986,1,tag
758,account,15028,1,tag
758,web-applications,21149,1,tag
758,geometry,115715,1,tag
763,svn,2584,2,tag
763,mysql,598,1,tag
763,subclipse,2369,1,tag
769,performance,1271,1,tag
769,iis,11958,1,tag
769,stress-testing,118597,1,tag
770,.net,321,1,tag
770,monitor,1593,1,tag
770,environment,1619,1,tag
770,plugins,1845,1,tag
770,development,6573,1,tag
770,design,10567,1,tag
770,user-interface,12367,1,tag
770,hardware,13740,1,tag
770,icons,33344,1,tag
770,wow,61195,1,tag
770,game-development,65744,1,tag
770,software-development,99187,1,tag
770,scsf,99188,1,tag
770,software-factory,99189,1,tag
770,warcraft,99681,1,tag
770,multiple-monitors,99707,1,tag
770,lua,109686,1,tag
779,sql,1587,1,tag
779,sybase,100810,1,tag
779,ase,100982,1,tag
782,testing,763,2,tag
782,java,3846,2,tag
782,enterprise,5985,1,tag
782,junit,106377,1,tag
782,testng,106379,1,tag
784,javascript,10198,1,tag
785,winforms,10341,1,tag
788,sql,1587,1,tag
791,eclipse,2419,1,tag
791,java,3846,1,tag
791,rcp,92040,1,tag
791,myeclipse,124188,1,tag
796,php,1279,2,tag
796,migration,6175,1,tag
796,education,26121,1,tag
796,career-development,96909,1,tag
797,c#,103,1,tag
797,.net,321,1,tag
797,database,609,1,tag
797,memory,1531,1,tag
797,sql,1587,1,tag
797,sql-server,1685,1,tag
797,eclipse,2419,1,tag
797,java,3846,1,tag
797,search,6329,1,tag
797,generics,8961,1,tag
797,type-safety,8964,1,tag
797,iphone,9304,1,tag
797,tools,10978,1,tag
797,puzzle,12442,1,tag
797,objective-c,30934,1,tag
797,cocoa,37681,1,tag
797,interview-questions,52284,1,tag
797,covariance,104647,1,tag
799,database,609,2,tag
799,sql-server,1685,2,tag
810,web,329,2,tag
810,browser,369,2,tag
810,compatibility,12248,2,tag
810,howto,37052,1,tag
810,internet-explorer,54716,1,tag
810,internet-explorer-6,88783,1,tag
813,c++,1436,1,tag
813,user-interface,12367,1,tag
814,button,1928,1,tag
814,xna,49498,1,tag
814,skins,112253,1,tag
816,java,3846,1,tag
823,ruby,2322,1,tag
831,.net,321,1,tag
831,web-services,593,1,tag
831,visual-studio,7566,1,tag
831,wcf,67360,1,tag
832,c#,103,1,tag
832,web-services,593,1,tag
832,asp.net,3754,1,tag
834,tutorials,3218,1,tag
834,java,3846,1,tag
834,aop,107114,1,tag
837,sql-server,1685,1,tag
837,java,3846,1,tag
840,unix,1274,1,tag
840,php,1279,1,tag
841,css,215,1,tag
841,html,221,1,tag
841,javascript,10198,1,tag
841,prototype,71310,1,tag
842,software,3421,1,tag
842,beta,22153,1,tag
842,releasing,41931,1,tag
842,versions,97524,1,tag
849,management,6018,1,tag
849,productivity,13741,1,tag
849,self-improvement,26120,1,tag
849,recreational-programming,109497,1,tag
849,filenames,113635,1,tag
852,performance,1271,1,tag
852,multithreading,19669,1,tag
852,malloc,20322,1,tag
852,scalability,109420,1,tag
854,linux,3021,1,tag
854,keyboard,13532,1,tag
854,debian,49598,1,tag
856,wpf,4768,1,tag
861,algorithm,1272,1,tag
861,windows,3332,1,tag
861,graph,20850,1,tag
861,data-structures,20980,1,tag
861,winapi,29674,1,tag
861,tree,38814,1,tag
861,computer-science,47448,1,tag
863,vb6,9054,1,tag
863,code-reuse,111012,1,tag
873,osx,10245,1,tag
873,books,11209,1,tag
873,resources,27382,1,tag
873,objective-c,30934,1,tag
873,cocoa,37681,1,tag
876,php,1279,1,tag
876,web-development,8713,1,tag
876,javascript,10198,1,tag
876,design,10567,1,tag
878,books,11209,1,tag
878,recommendation,30948,1,tag
878,startups,96488,1,tag
878,entrepreneurship,113531,1,tag
886,web-services,593,1,tag
886,sharepoint,49145,1,tag
886,workflow,57545,1,tag
886,ws-security,119789,1,tag
888,embedded,9574,2,tag
888,c,19,1,tag
888,implementation,6385,1,tag
888,decisions,113202,1,tag
889,safari,162,1,tag
889,css,215,1,tag
889,linux,3021,1,tag
889,javascript,10198,1,tag
889,unit-testing,11368,1,tag
889,user-interface,12367,1,tag
889,ssh,26252,1,tag
889,internet-explorer,54716,1,tag
889,cross-browser,83967,1,tag
889,selenium,117802,1,tag
893,shell,3361,1,tag
893,scripting,6638,1,tag
893,bash,26510,1,tag
893,symlink,122242,1,tag
905,c#,103,2,tag
905,.net,321,1,tag
905,.net-3.5,594,1,tag
905,enums,76720,1,tag
905,extension-methods,114881,1,tag
905,flags,115363,1,tag
912,c++,1436,1,tag
912,windows,3332,1,tag
912,redirect,30846,1,tag
916,web,329,2,tag
916,convert,65,1,tag
916,mysql,598,1,tag
916,database,609,1,tag
916,configuration,1113,1,tag
916,sql,1587,1,tag
916,apache,4723,1,tag
916,sqlite,6528,1,tag
916,python,7730,1,tag
916,frameworks,17384,1,tag
916,web-applications,21149,1,tag
916,lamp,21959,1,tag
916,webserver,35311,1,tag
916,resin,114885,1,tag
916,caucho,114947,1,tag
917,architecture,1924,1,tag
917,svn,2584,1,tag
917,java,3846,1,tag
925,.net,321,1,tag
925,email,6360,1,tag
925,pop3,115049,1,tag
931,java,3846,1,tag
931,swing,12291,1,tag
931,career-development,96909,1,tag
931,applet,116110,1,tag
937,hacks,70418,1,tag
937,buffer-overflow,116944,1,tag
945,vb.net,93,1,tag
945,c#,103,1,tag
945,.net,321,1,tag
945,visual-studio,7566,1,tag
959,java,3846,1,tag
961,sql-server,1685,1,tag
961,plan,25955,1,tag
961,maintenance,36404,1,tag
961,rebuild,120185,1,tag
961,reorganize,120221,1,tag
972,string,492,1,tag
972,encoding,3533,1,tag
972,xml,3772,1,tag
972,java,3846,1,tag
972,serialization,65005,1,tag
973,c,19,1,tag
978,jobs,30202,2,tag
978,contracting,122693,2,tag
978,website,2411,1,tag
978,career-development,96909,1,tag
979,css,215,1,tag
979,internet-explorer-8,123267,1,tag
982,visual-studio,7566,1,tag
982,continuous-integration,10979,1,tag
982,cruisecontrol.net,16170,1,tag
982,visualsvn-server,128498,1,tag
998,windows,3332,1,tag
998,java,3846,1,tag
998,executable,45398,1,tag
998,swt,123546,1,tag
998,software-distribution,123758,1,tag
999,mysql,598,1,tag
999,replication,59349,1,tag
999,fallback,128176,1,tag
999,binary-log,128304,1,tag
1007,windows,3332,1,tag
1007,unicode,16976,1,tag
1007,opengl,123787,1,tag
1013,asp.net,3754,1,tag
1013,wpf,4768,1,tag
1013,javascript,10198,1,tag
1027,memory,1531,1,tag
1027,console,1691,1,tag
1027,windows,3332,1,tag
1027,user-interface,12367,1,tag
1027,logging,42755,1,tag
1027,rsync,127191,1,tag
1030,tsql,61055,2,tag
1030,indexing,15414,1,tag
1030,inequality,125306,1,tag
1030,sysobjects,125656,1,tag
1031,svn,2584,1,tag
1035,database,609,1,tag
1035,design-patterns,72573,1,tag
1036,css,215,1,tag
1036,browser,369,1,tag
1036,design,10567,1,tag
20207,c#,103,1,tag
20207,.net,321,1,tag
20207,wcf,67360,1,tag
20207,soa,67455,1,tag
27687,data,596,1,tag
27687,configuration,1113,1,tag
27687,language-agnostic,1273,1,tag
27687,windows,3332,1,tag
27687,java,3846,1,tag
27687,registry,15523,1,tag
27687,settings,15524,1,tag
27687,plot,30382,1,tag
27687,freeware,33271,1,tag
27687,real-time,64397,1,tag
27687,ini,104859,1,tag
27687,configuration-files,104962,1,tag
27687,rule-engine,105371,1,tag
108465,windows,3332,1,tag
108465,shell,3361,1,tag
108465,cmd,90102,1,tag
146637,php,1279,1,tag
146637,cloud,6185,1,tag
146637,arrays,6280,1,tag
146637,tag-cloud,6282,1,tag
428190,css,215,1,tag
428190,validation,11101,1,tag
428190,w3c,40192,1,tag
428190,xhtml,40198,1,tag
428190,cross-browser,83967,1,tag
